workout_name,date,exercise_name,sets,total_reps,avg_weight_per_rep,max_weight_per_rep,total_weight,one_rm_found,one_rm_estimated,one_rm_estimated_from_set_weight,one_rm_estimated_from_set_reps,training_id,record_id,error
Hyrox B,2025-10-18,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,,0.0,0.0,0,327162,2280944,
Hyrox B,2025-10-18,Barbell Romanian Deadlift,4,0,0.0,0.0,0.0,,0.0,0.0,0,327162,2280944,
Hyrox B,2025-10-18,Bent-Over Barbell Wide Row,4,0,0.0,0.0,0.0,,0.0,0.0,0,327162,2280944,
Hyrox B,2025-10-18,Barbell Front Squat,4,0,0.0,0.0,0.0,,0.0,0.0,0,327162,2280944,
Hyrox B,2025-10-18,Standing Barbell Shoulder Press,4,0,0.0,0.0,0.0,,0.0,0.0,0,327162,2280944,
Hyrox B,2025-10-18,Dumbbell power clean,3,0,0.0,0.0,0.0,,0.0,0.0,0,327162,2280944,
Hyrox B,2025-10-18,Russian Twist,3,0,0.0,0.0,0.0,,0.0,0.0,0,327162,2280944,
Sam's Quick Fit: Biceps-Triceps 30x3,2025-10-17,Standing Dual-Handle Biceps Curl,3,30,12.0,12.0,360.0,18.2,16.0,12.0,10,667680,2280078,
Sam's Quick Fit: Biceps-Triceps 30x3,2025-10-17,Incline Bench Spider Curl,3,30,5.8,9.0,174.0,18.2,12.0,9.0,10,667680,2280078,
Sam's Quick Fit: Biceps-Triceps 30x3,2025-10-17,Seated Incline Dual-Handle Biceps Curl,3,30,9.833,10.0,295.0,18.2,13.333,10.0,10,667680,2280078,
Sam's Quick Fit: Biceps-Triceps 30x3,2025-10-17,Standing Tricep Rope Overhead Triceps Extension (Main Frame),3,30,12.767,15.0,383.0,18.2,20.0,15.0,10,667680,2280078,
Sam's Quick Fit: Biceps-Triceps 30x3,2025-10-17,Standing Tricep Rope Triceps Pushdown,3,30,16.0,16.0,480.0,18.2,21.333,16.0,10,667680,2280078,
Sam's Quick Fit: Biceps-Triceps 30x3,2025-10-17,Incline Tricep Rope Triceps Push Down,3,30,14.0,16.0,420.0,18.2,21.333,16.0,10,667680,2280078,
Hyrox C,2025-10-16,Straight-Arm Cross Swings,1,0,0.0,0.0,0.0,68.7,0.0,0.0,0,326099,2274696,
Hyrox C,2025-10-16,Power Knees,1,0,0.0,0.0,0.0,68.7,0.0,0.0,0,326099,2274696,
Hyrox C,2025-10-16,Lateral Bear Crawl,1,0,0.0,0.0,0.0,68.7,0.0,0.0,0,326099,2274696,
Hyrox C,2025-10-16,Running In Place,1,0,0.0,0.0,0.0,68.7,0.0,0.0,0,326099,2274696,
Hyrox C,2025-10-16,Dual-Handle Deadlift,4,25,44.96,46.0,1124.0,68.7,55.2,46.0,6,326099,2274696,
Hyrox C,2025-10-16,Single-Arm Curtsy Lunge,8,96,25.0,25.0,2400.0,68.7,35.0,25.0,12,326099,2274696,
Hyrox C,2025-10-16,Standing Dual-Handle Shoulder Press,4,33,13.0,13.0,429.0,68.7,16.9,13.0,9,326099,2274696,
Hyrox C,2025-10-16,Dual-Handle Overhead Squat,4,32,14.25,15.0,456.0,68.7,19.0,15.0,8,326099,2274696,
Hyrox C,2025-10-16,Dumbbell suitcase carry,8,0,0.0,0.0,0.0,68.7,0.0,0.0,0,326099,2274696,
Hyrox C,2025-10-16,Dual-Handle Calf Raise,4,80,23.0,23.0,1840.0,68.7,38.333,23.0,20,326099,2274696,
Hyrox A,2025-10-14,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,76.6,0.0,0.0,0,324823,2267489,
Hyrox A,2025-10-14,Rolling Shrugs,2,0,0.0,0.0,0.0,76.6,0.0,0.0,0,324823,2267489,
Hyrox A,2025-10-14,Shoulder Stretch,2,0,0.0,0.0,0.0,76.6,0.0,0.0,0,324823,2267489,
Hyrox A,2025-10-14,Pulse Squat to Alternating Hip Abduction,2,0,0.0,0.0,0.0,76.6,0.0,0.0,0,324823,2267489,
Hyrox A,2025-10-14,Barbell Squat,4,24,55.5,75.0,1332.0,76.6,90.0,75.0,6,324823,2267489,
Hyrox A,2025-10-14,Barbell Romanian Deadlift,3,24,82.667,88.0,1984.0,76.6,111.467,88.0,8,324823,2267489,
Hyrox A,2025-10-14,Standing Barbell Shoulder Press,4,32,18.75,19.0,600.0,76.6,24.067,19.0,8,324823,2267489,
Hyrox A,2025-10-14,Kneeling Alternating Lat Pulldown,4,40,17.25,18.0,690.0,76.6,24.0,18.0,10,324823,2267489,
Hyrox A,2025-10-14,Push press,1,0,0.0,0.0,0.0,76.6,0.0,0.0,0,324823,2267489,
Hyrox A,2025-10-14,Dual-Handle Dead Bug,3,5,7.7,8.0,38.5,76.6,8.8,8.0,3,324823,2267489,
Arm Yourself,2025-10-11,Punch With Speed,1,0,0.0,0.0,0.0,16.0,0.0,0.0,0,661807,2258069,
Arm Yourself,2025-10-11,Sprinter Arm Swing,1,0,0.0,0.0,0.0,16.0,0.0,0.0,0,661807,2258069,
Arm Yourself,2025-10-11,Standing Single-Arm Biceps Curl（Main Frame）,8,96,9.25,10.0,888.0,16.0,14.0,10.0,12,661807,2258069,
Arm Yourself,2025-10-11,Standing Tricep Rope Triceps Pushdown,4,60,12.5,14.0,750.0,16.0,21.0,14.0,15,661807,2258069,
Arm Yourself,2025-10-11,Standing Tricep Rope Hammer Curl,4,48,14.375,16.0,690.0,16.0,22.4,16.0,12,661807,2258069,
Arm Yourself,2025-10-11,Standing Tricep Rope Overhead Triceps Extension,4,60,10.5,11.0,630.0,16.0,16.5,11.0,15,661807,2258069,
Arm Yourself,2025-10-11,Biceps Stretch,2,0,0.0,0.0,0.0,16.0,0.0,0.0,0,661807,2258069,
Arm Yourself,2025-10-11,Triceps Stretch,2,0,0.0,0.0,0.0,16.0,0.0,0.0,0,661807,2258069,
The Burn Lane：V.R. Row,2025-10-10,,,,,,,,,,,661559,2257135,Empty detail for training_id=661559 (attempt 3)
Hyrox C,2025-10-10,Straight-Arm Cross Swings,1,0,0.0,0.0,0.0,66.1,0.0,0.0,0,323014,2257064,
Hyrox C,2025-10-10,Power Knees,1,0,0.0,0.0,0.0,66.1,0.0,0.0,0,323014,2257064,
Hyrox C,2025-10-10,Lateral Bear Crawl,1,0,0.0,0.0,0.0,66.1,0.0,0.0,0,323014,2257064,
Hyrox C,2025-10-10,Running In Place,1,0,0.0,0.0,0.0,66.1,0.0,0.0,0,323014,2257064,
Hyrox C,2025-10-10,Dual-Handle Deadlift,4,26,40.346,44.0,1049.0,66.1,54.267,44.0,7,323014,2257064,
Hyrox C,2025-10-10,Single-Arm Curtsy Lunge,8,97,22.897,25.0,2221.0,66.1,35.0,25.0,12,323014,2257064,
Hyrox C,2025-10-10,Standing Dual-Handle Shoulder Press,4,33,11.242,12.0,371.0,66.1,15.2,12.0,8,323014,2257064,
Hyrox C,2025-10-10,Dual-Handle Overhead Squat,4,32,12.75,15.0,408.0,66.1,19.0,15.0,8,323014,2257064,
Hyrox C,2025-10-10,Dumbbell suitcase carry,8,0,0.0,0.0,0.0,66.1,0.0,0.0,0,323014,2257064,
Hyrox C,2025-10-10,Dual-Handle Calf Raise,4,80,21.625,22.0,1730.0,66.1,36.667,22.0,20,323014,2257064,
Hyrox B,2025-10-08,Aerobic Skiing (Straight Arms),1,0,0.0,0.0,0.0,118.2,0.0,0.0,0,321288,2248202,
Hyrox B,2025-10-08,Bodyweight Alternating Forward Lunges,1,0,0.0,0.0,0.0,118.2,0.0,0.0,0,321288,2248202,
Hyrox B,2025-10-08,Alternating Reverse Lunge,1,0,0.0,0.0,0.0,118.2,0.0,0.0,0,321288,2248202,
Hyrox B,2025-10-08,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,118.2,0.0,0.0,0,321288,2248202,
Hyrox B,2025-10-08,Rotator Cuff Stimulation,1,0,0.0,0.0,0.0,118.2,0.0,0.0,0,321288,2248202,
Hyrox B,2025-10-08,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,118.2,0.0,0.0,0,321288,2248202,
Hyrox B,2025-10-08,Barbell Romanian Deadlift,4,24,87.542,91.0,2101.0,118.2,109.2,91.0,6,321288,2248202,
Hyrox B,2025-10-08,Bent-Over Barbell Wide Row,4,24,38.375,49.0,921.0,118.2,58.8,49.0,6,321288,2248202,
Hyrox B,2025-10-08,Barbell Front Squat,4,24,40.75,42.0,978.0,118.2,50.4,42.0,6,321288,2248202,
Hyrox B,2025-10-08,Standing Barbell Shoulder Press,4,24,20.0,20.0,480.0,118.2,24.0,20.0,6,321288,2248202,
Hyrox B,2025-10-08,Dumbbell power clean,3,0,0.0,0.0,0.0,118.2,0.0,0.0,0,321288,2248202,
Hyrox B,2025-10-08,Russian Twist,3,0,0.0,0.0,0.0,118.2,0.0,0.0,0,321288,2248202,
Hyrox A,2025-10-06,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,89.6,0.0,0.0,0,319945,2241190,
Hyrox A,2025-10-06,Rolling Shrugs,2,0,0.0,0.0,0.0,89.6,0.0,0.0,0,319945,2241190,
Hyrox A,2025-10-06,Shoulder Stretch,2,0,0.0,0.0,0.0,89.6,0.0,0.0,0,319945,2241190,
Hyrox A,2025-10-06,Pulse Squat to Alternating Hip Abduction,2,0,0.0,0.0,0.0,89.6,0.0,0.0,0,319945,2241190,
Hyrox A,2025-10-06,Barbell Squat,4,24,70.0,74.0,1680.0,89.6,88.8,74.0,6,319945,2241190,
Hyrox A,2025-10-06,Barbell Romanian Deadlift,3,24,83.833,87.0,2012.0,89.6,110.2,87.0,8,319945,2241190,
Hyrox A,2025-10-06,Standing Barbell Shoulder Press,4,32,18.0,18.0,576.0,89.6,22.8,18.0,8,319945,2241190,
Hyrox A,2025-10-06,Kneeling Alternating Lat Pulldown,4,40,15.5,16.0,620.0,89.6,21.333,16.0,10,319945,2241190,
Hyrox A,2025-10-06,Dual-Handle Dead Bug,3,4,6.875,7.5,27.5,89.6,7.75,7.5,1,319945,2241190,
Hyrox C,2025-10-04,Straight-Arm Cross Swings,1,0,0.0,0.0,0.0,106.1,0.0,0.0,0,318881,2235012,
Hyrox C,2025-10-04,Power Knees,1,0,0.0,0.0,0.0,106.1,0.0,0.0,0,318881,2235012,
Hyrox C,2025-10-04,Lateral Bear Crawl,1,0,0.0,0.0,0.0,106.1,0.0,0.0,0,318881,2235012,
Hyrox C,2025-10-04,Running In Place,1,0,0.0,0.0,0.0,106.1,0.0,0.0,0,318881,2235012,
Hyrox C,2025-10-04,Barbell Deadlift,3,18,84.0,84.0,1512.0,106.1,100.8,84.0,6,318881,2235012,
Hyrox C,2025-10-04,Dumbbell step-up,3,0,0.0,0.0,0.0,106.1,0.0,0.0,0,318881,2235012,
Hyrox C,2025-10-04,Standing Barbell Reverse-Grip Shoulder Press,3,24,17.125,20.0,411.0,106.1,25.333,20.0,8,318881,2235012,
Hyrox C,2025-10-04,Barbell Overhead Squat,3,24,20.625,25.0,495.0,106.1,31.667,25.0,8,318881,2235012,
Hyrox C,2025-10-04,Dumbbell suitcase carry,6,0,0.0,0.0,0.0,106.1,0.0,0.0,0,318881,2235012,
Hyrox C,2025-10-04,Standing Barbell Calf Raise,3,60,32.6,35.0,1956.0,106.1,58.333,35.0,20,318881,2235012,
Hyrox B,2025-10-03,Aerobic Skiing (Straight Arms),1,0,0.0,0.0,0.0,116.9,0.0,0.0,0,318599,2233382,
Hyrox B,2025-10-03,Bodyweight Alternating Forward Lunges,1,0,0.0,0.0,0.0,116.9,0.0,0.0,0,318599,2233382,
Hyrox B,2025-10-03,Alternating Reverse Lunge,1,0,0.0,0.0,0.0,116.9,0.0,0.0,0,318599,2233382,
Hyrox B,2025-10-03,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,116.9,0.0,0.0,0,318599,2233382,
Hyrox B,2025-10-03,Rotator Cuff Stimulation,1,0,0.0,0.0,0.0,116.9,0.0,0.0,0,318599,2233382,
Hyrox B,2025-10-03,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,116.9,0.0,0.0,0,318599,2233382,
Hyrox B,2025-10-03,Barbell Romanian Deadlift,4,24,89.5,90.0,2148.0,116.9,108.0,90.0,6,318599,2233382,
Hyrox B,2025-10-03,Bent-Over Barbell Wide Row,4,24,35.25,41.0,846.0,116.9,49.2,41.0,6,318599,2233382,
Hyrox B,2025-10-03,Barbell Front Squat,4,24,37.0,40.0,888.0,116.9,48.0,40.0,6,318599,2233382,
Hyrox B,2025-10-03,Standing Barbell Shoulder Press,4,24,20.375,23.0,489.0,116.9,27.6,23.0,6,318599,2233382,
Hyrox B,2025-10-03,Standing Barbell Upright Row,3,18,22.778,33.0,410.0,116.9,39.6,33.0,6,318599,2233382,
Hyrox B,2025-10-03,Russian Twist,3,0,0.0,0.0,0.0,116.9,0.0,0.0,0,318599,2233382,
Hyrox A,2025-09-29,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,89.6,0.0,0.0,0,316245,2220367,
Hyrox A,2025-09-29,Rolling Shrugs,2,0,0.0,0.0,0.0,89.6,0.0,0.0,0,316245,2220367,
Hyrox A,2025-09-29,Shoulder Stretch,2,0,0.0,0.0,0.0,89.6,0.0,0.0,0,316245,2220367,
Hyrox A,2025-09-29,Pulse Squat to Alternating Hip Abduction,2,0,0.0,0.0,0.0,89.6,0.0,0.0,0,316245,2220367,
Hyrox A,2025-09-29,Barbell Squat,4,28,60.393,74.0,1691.0,89.6,88.8,74.0,6,316245,2220367,
Hyrox A,2025-09-29,Barbell Romanian Deadlift,3,24,89.0,90.0,2136.0,89.6,114.0,90.0,8,316245,2220367,
Hyrox A,2025-09-29,Kneeling Barbell Lat Pulldown,3,30,35.833,40.0,1075.0,89.6,53.333,40.0,10,316245,2220367,
Hyrox A,2025-09-29,Standing Barbell Shoulder Press,3,24,17.667,20.0,424.0,89.6,25.333,20.0,8,316245,2220367,
Hyrox A,2025-09-29,Plank with Hip Drop,3,0,0.0,0.0,0.0,89.6,0.0,0.0,0,316245,2220367,
Power #1,2025-09-26,Single-Arm Circles,1,0,0.0,0.0,0.0,,0.0,0.0,0,244793,2211104,
Power #1,2025-09-26,Dual Handle Alternating Bench Press,2,20,8.0,8.0,160.0,,10.667,8.0,10,244793,2211104,
Power #1,2025-09-26,Supine Dual-Handle Chest Fly,2,20,4.0,4.0,80.0,,5.333,4.0,10,244793,2211104,
Power #1,2025-09-26,Standing Dual-Handle Chest Press,2,20,5.0,5.0,100.0,,6.667,5.0,10,244793,2211104,
Power #1,2025-09-26,Standing Dual-Handle Chest Fly,2,20,3.5,3.5,70.0,,4.667,3.5,10,244793,2211104,
Power #1,2025-09-26,Left Chest Stretch,1,0,0.0,0.0,0.0,,0.0,0.0,0,244793,2211104,
Power #1,2025-09-26,Right Chest Stretch,1,0,0.0,0.0,0.0,,0.0,0.0,0,244793,2211104,
Base & Engine #1,2025-09-25,Plank to Deep Lunge,1,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Prone Lower Body Dynamic Warm-up,1,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Cable Side Step Squat (Left Leg）,2,19,10.0,10.0,190.0,,13.333,10.0,10,244583,2208243,
Base & Engine #1,2025-09-25,Cable Side Step Squat (Right Leg）,2,21,10.0,10.0,210.0,,13.667,10.0,11,244583,2208243,
Base & Engine #1,2025-09-25,Barbell Squat,4,48,48.75,55.0,2340.0,,75.0,50.0,15,244583,2208243,
Base & Engine #1,2025-09-25,Barbell Front Squat,3,30,19.333,25.0,580.0,,31.667,25.0,8,244583,2208243,
Base & Engine #1,2025-09-25,Alternating Reverse Lunge,3,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Barbell Romanian Deadlift,3,30,44.333,50.0,1330.0,,63.333,50.0,8,244583,2208243,
Base & Engine #1,2025-09-25,Bodyweight Romanian Deadlift,3,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Kneeling Hip Flexor Stretch (Left),1,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Kneeling Hip Flexor Stretch (Right),1,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Deep Side lunge (Left Leg),1,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Deep Side lunge (Right Leg),1,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Push-up Calf Stretch (Left),1,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
Base & Engine #1,2025-09-25,Push-up Calf Stretch (Right),1,0,0.0,0.0,0.0,,0.0,0.0,0,244583,2208243,
250902 3A Bilat + pull,2025-09-22,Tabletop Thoracic Rotation,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0,312100,2197759,
250902 3A Bilat + pull,2025-09-22,Belt Bulgarian Split Squat,8,96,25.0,25.0,2400.0,1.0,35.0,25.0,12,312100,2197759,
250902 3A Bilat + pull,2025-09-22,Belt Hip Thrust,4,48,74.0,77.0,3552.0,1.0,107.8,77.0,12,312100,2197759,
250902 3A Bilat + pull,2025-09-22,Barbell Bent Over Row,4,48,33.0,33.0,1584.0,1.0,46.2,33.0,12,312100,2197759,
250902 3A Bilat + pull,2025-09-22,Standing Barbell Biceps Curl,4,48,21.75,24.0,1044.0,1.0,33.6,24.0,12,312100,2197759,
250902 3A Bilat + pull,2025-09-22,Barbell Deadlift,4,48,70.0,70.0,3360.0,1.0,98.0,70.0,12,312100,2197759,
250902 3A Bilat + pull,2025-09-22,Dual-Handle Dead Bug,4,3,10.0,10.0,30.0,1.0,11.0,10.0,3,312100,2197759,
Free Lift,2025-09-19,,,,,,,,,,,949580,2188941,Empty detail for training_id=949580 (attempt 3)
Ground Position Arms Supersets ,2025-09-14,Star Jumps,1,0,0.0,0.0,0.0,37.3,0.0,0.0,0,626394,2128316,
Ground Position Arms Supersets ,2025-09-14,Punch With Speed,1,0,0.0,0.0,0.0,37.3,0.0,0.0,0,626394,2128316,
Ground Position Arms Supersets ,2025-09-14,Barbell Narrow Grip Bench Press,4,40,21.85,25.0,874.0,37.3,33.333,25.0,10,626394,2128316,
Ground Position Arms Supersets ,2025-09-14,Standing Barbell Biceps Curl,4,40,24.0,25.0,960.0,37.3,33.333,25.0,10,626394,2128316,
Ground Position Arms Supersets ,2025-09-14,Dual-Handle Alternating Biceps Curl,4,48,11.833,14.0,568.0,37.3,19.6,14.0,12,626394,2128316,
Ground Position Arms Supersets ,2025-09-14,Bent-Over Dual-Handle Triceps Extension（Floor）,4,48,7.0,7.0,336.0,37.3,9.8,7.0,12,626394,2128316,
Ground Position Arms Supersets ,2025-09-14,Biceps Stretch,2,0,0.0,0.0,0.0,37.3,0.0,0.0,0,626394,2128316,
Ground Position Arms Supersets ,2025-09-14,Half-Kneeling Overhead Triceps Stretch,2,0,0.0,0.0,0.0,37.3,0.0,0.0,0,626394,2128316,
250901 3C Unilat + Pull,2025-09-07,Kneeling Thoracic Rotation,4,0,0.0,0.0,0.0,14.7,0.0,0.0,0,296437,2098838,
250901 3C Unilat + Pull,2025-09-07,Cable Side Lunge,8,96,8.625,12.0,828.0,14.7,16.8,12.0,12,296437,2098838,
250901 3C Unilat + Pull,2025-09-07,Standing Dual-Handle Shrug,4,48,22.75,26.0,1092.0,14.7,36.4,26.0,12,296437,2098838,
250901 3C Unilat + Pull,2025-09-07,Pallof Press to Woodchops,8,96,10.026,11.0,962.5,14.7,15.4,11.0,12,296437,2098838,
250901 3C Unilat + Pull,2025-09-07,Seated Dual-Handle Underhand Row,4,48,14.5,17.0,696.0,14.7,23.8,17.0,12,296437,2098838,
250901 3C Unilat + Pull,2025-09-07,Jumping Lunges To Squat,4,0,0.0,0.0,0.0,14.7,0.0,0.0,0,296437,2098838,
Free Lift,2025-09-07,,,,,,,,,,,910975,2098712,Empty detail for training_id=910975 (attempt 3)
30 Minutes HIIT Rowing Workout,2025-09-07,,,,,,,,,,,617984,2098684,Empty detail for training_id=617984 (attempt 3)
250901 3B Posterior + Push,2025-09-03,Seated 90/90 Stretch,2,0,0.0,0.0,0.0,21.0,0.0,0.0,0,294781,2088949,
250901 3B Posterior + Push,2025-09-03,Dual-Handle Overhead Squat,4,48,13.0,13.0,624.0,21.0,18.2,13.0,12,294781,2088949,
250901 3B Posterior + Push,2025-09-03,Single-Arm Romanian Deadlift,8,96,31.0,31.0,2976.0,21.0,43.4,31.0,12,294781,2088949,
250901 3B Posterior + Push,2025-09-03,Dual-Handle Calf Raise,4,48,17.938,22.0,861.0,21.0,30.8,22.0,12,294781,2088949,
250901 3B Posterior + Push,2025-09-03,Dual-Handle Triceps Bench Press,4,48,14.062,15.0,675.0,21.0,21.0,15.0,12,294781,2088949,
250901 3B Posterior + Push,2025-09-03,Seated Single-Leg Abduction,8,96,7.438,9.5,714.0,21.0,13.3,9.5,12,294781,2088949,
250901 3B Posterior + Push,2025-09-03,Alternating Hand to Elbow Plank,4,0,0.0,0.0,0.0,21.0,0.0,0.0,0,294781,2088949,
250901 3A Bilat + pull,2025-09-01,Tabletop Thoracic Rotation,4,0,0.0,0.0,0.0,59.7,0.0,0.0,0,293360,2081186,
250901 3A Bilat + pull,2025-09-01,Barbell Squat,4,48,39.0,39.0,1872.0,59.7,54.6,39.0,12,293360,2081186,
250901 3A Bilat + pull,2025-09-01,Barbell Bent Over Row,4,48,30.5,33.0,1464.0,59.7,46.2,33.0,12,293360,2081186,
250901 3A Bilat + pull,2025-09-01,Barbell Hip Thrust,4,48,59.0,59.0,2832.0,59.7,82.6,59.0,12,293360,2081186,
250901 3A Bilat + pull,2025-09-01,Standing Barbell Biceps Curl,4,48,20.75,24.0,996.0,59.7,33.6,24.0,12,293360,2081186,
250901 3A Bilat + pull,2025-09-01,Barbell Deadlift,4,48,66.75,78.0,3204.0,59.7,109.2,78.0,12,293360,2081186,
250901 3A Bilat + pull,2025-09-01,Straight Arm Barbell Crunch (Floor),4,48,8.5,9.0,408.0,59.7,12.6,9.0,12,293360,2081186,
GM B,2025-08-29,Seated 90/90 Stretch,2,0,0.0,0.0,0.0,59.7,0.0,0.0,0,291954,2073410,
GM B,2025-08-29,Barbell Squat,3,24,46.75,55.0,1122.0,59.7,69.667,55.0,8,291954,2073410,
GM B,2025-08-29,Standing Dual-Handle Chest Fly,3,30,8.1,12.0,243.0,59.7,16.0,12.0,10,291954,2073410,
GM B,2025-08-29,Standing Dual-Handle Row,3,36,13.139,18.0,473.0,59.7,25.2,18.0,12,291954,2073410,
GM B,2025-08-29,Standing Single-Leg Extension,6,60,8.65,9.0,519.0,59.7,12.0,9.0,10,291954,2073410,
GM B,2025-08-29,Bench Lying Leg Raise,3,0,0.0,0.0,0.0,59.7,0.0,0.0,0,291954,2073410,
GM B,2025-08-29,Standing Dual-Handle Biceps Curl,3,36,12.0,12.0,432.0,59.7,16.8,12.0,12,291954,2073410,
GM B,2025-08-29,Bent Over Tricep Rope Overhead Triceps Extension（L0）,3,36,11.667,13.0,420.0,59.7,18.2,13.0,12,291954,2073410,
Rowing Warm-Up,2025-08-29,Aerobic Rowing,10,0,0.0,0.0,0.0,,0.0,0.0,0,610875,2073241,
Free Lift,2025-08-27,,,,,,,,,,,898826,2067808,Empty detail for training_id=898826 (attempt 3)
Free Lift,2025-08-27,,,,,,,,,,,898263,2066420,Empty detail for training_id=898263 (attempt 3)
GM A,2025-08-27,Tabletop Thoracic Rotation,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0,290588,2066270,
GM A,2025-08-27,Barbell Bulgarian Split Squat,6,60,25.0,25.0,1500.0,1.0,33.333,25.0,10,290588,2066270,
GM A,2025-08-27,Barbell Bench Press,3,24,33.125,34.0,795.0,1.0,43.067,34.0,8,290588,2066270,
GM A,2025-08-27,Barbell Deadlift,3,30,78.067,80.0,2342.0,1.0,106.667,80.0,10,290588,2066270,
GM A,2025-08-27,Plank with Hip Drop,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0,290588,2066270,
GM A,2025-08-27,Pallof Press,6,60,12.133,13.0,728.0,1.0,17.333,13.0,10,290588,2066270,
GM A,2025-08-27,Standing Cable Hip Abduction（Main Frame）,6,72,9.5,11.0,684.0,1.0,15.4,11.0,12,290588,2066270,
Free Lift,2025-08-27,,,,,,,,,,,898138,2066139,Empty detail for training_id=898138 (attempt 3)
Free Lift,2025-08-27,,,,,,,,,,,897975,2065763,Empty detail for training_id=897975 (attempt 3)
